ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Maceration
3391,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,0
3392,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,1
3393,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,6,1
3394,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,0
3395,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,1
3396,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,1
3397,7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,1
3398,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,0
3399,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6,1
3400,7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8,0
3401,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,0
3402,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,0
3403,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7,1
3404,7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8,1
3405,7,0.21,0.42,5.3,0.037,36,123,0.99321,3.14,0.52,10.9,6,0
3406,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,1
3407,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7,0
3408,7,0.4,0.25,1.8,0.05,51,189,0.99174,3,0.55,11.4,6,1
3409,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6,1
3410,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,1
3411,7,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9,5,1
3412,7,0.24,0.35,1,0.032,42,104,0.98988,3.16,0.37,11.7,7,0
3413,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7,0
3414,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,1
3415,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,0
3416,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6,0
3417,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1
3418,7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5,1
3419,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6,1
3420,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0
3421,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,1
3422,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,0
3423,7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,1
3424,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0
3425,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0
3426,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1
3427,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0
3428,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0
3429,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1
3430,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,1
3431,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,0
3432,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,1
3433,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,1
3434,7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,0
3435,7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,0
3436,7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,0
3437,7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,0
3438,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,0
3439,7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,1
3440,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,1
3441,7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,0
3442,7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5,0
3443,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,1
3444,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,1
3445,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,0
3446,7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7,1
3447,7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5,0
3448,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,0
3449,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,5,1
3450,7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,0
3451,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
3452,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,0
3453,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
3454,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,0
3455,7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,6,0
3456,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,1
3457,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6,1
3458,7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6,0
3459,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,0
3460,7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5,0
3461,7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,6,1
3462,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,5,1
3463,7,0.23,0.32,1.8,0.048,25,113,0.9915,3.11,0.47,11.1,6,1
3464,7,0.23,0.35,1.4,0.036,31,113,0.9912,3.16,0.48,10.8,7,0
3465,7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6,1
3466,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6,0
3467,7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6,0
3468,7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6,1
3469,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,0
3470,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,0
3471,7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5,8
3472,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,12
3473,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,18
3474,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,9
3475,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,13
3476,7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3,5,17
3477,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,5,18
3478,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,12
3479,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,18
3480,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,21
3481,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,8
3482,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,14
3483,7.1,0.84,0.02,4.4,0.096,5,13,0.997,3.41,0.57,11,4,12
3484,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5,15
3485,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,17
3486,7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,7
3487,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,17
3488,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,21
3489,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,18
3490,7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,20
3491,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,14
3492,7.1,0.715,0,2.35,0.071,21,47,0.99632,3.29,0.45,9.4,5,14
3493,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,12
3494,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,21
3495,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,11
3496,7.1,0.685,0.35,2,0.088,9,92,0.9963,3.28,0.62,9.4,5,8
3497,7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,13
3498,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,14
3499,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,18
3500,7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,8
3501,7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,21
3502,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,19
3503,7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,12
3504,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,16
3505,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,11
3506,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,20
3507,7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,16
3508,7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,13
3509,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,11
3510,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,21
3511,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,14
3512,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,20
3513,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,21
3514,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,5,7
3515,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,12
3516,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,12
3517,7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6,17
3518,7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,5,14
3519,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5,7
3520,7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3,9
3521,7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,9
3522,7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,10
3523,7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5,20
3524,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,13
3525,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,19
3526,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5,19
3527,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,5,18
3528,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,0
3529,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,6,0
3530,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,0
3531,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,1
3532,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,1
3533,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,5,0
3534,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,1
3535,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,6,1
3536,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,0
3537,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,5,0
3538,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,1
3539,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6,0
3540,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,0
3541,7.1,0.37,0.67,10.5,0.045,49,155,0.9975,3.16,0.44,8.7,5,0
3542,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,6,0
3543,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,5,1
3544,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,0
3545,7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5,0
3546,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1
3547,7.1,0.25,0.32,10.3,0.041,66,272,0.9969,3.17,0.52,9.1,6,0
3548,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1
3549,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,0
3550,7.1,0.35,0.24,15.4,0.055,46,198,0.9988,3.12,0.49,8.8,5,0
3551,7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6,1
3552,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5,0
3553,7.1,0.39,0.35,12.5,0.044,26,72,0.9941,3.17,0.29,11.6,5,0
3554,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,5,1
3555,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,1
3556,7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,3,0
3557,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,1
3558,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5,0
3559,7.1,0.55,0.13,1.7,0.073,21,165,0.994,2.97,0.58,9.2,6,1
3560,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,0
3561,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,0
3562,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1,5,0
3563,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,0
3564,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,0
3565,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,0
3566,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,1
3567,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,0
3568,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,1
3569,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,0
3570,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,6,1
3571,7.1,0.32,0.34,14.5,0.039,46,150,0.995,3.38,0.5,12.5,8,1
3572,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7,0
3573,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,1
3574,7.1,0.14,0.4,1.2,0.051,55,136,0.9932,3.3,0.96,9.8,7,0
3575,7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,0
3576,7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,1
3577,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,1
3578,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,0
3579,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,0
3580,7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8,1
3581,7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,1
3582,7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,0
3583,7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,1
3584,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,0
3585,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,0
3586,7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7,5,0
3587,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,0
3588,7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,0
3589,7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,0
3590,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,1
3591,7.1,0.26,0.32,14.45,0.074,29,107,0.998,2.96,0.42,9.2,6,1
3592,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,0
3593,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,0
3594,7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6,0
3595,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8,1
3596,7.1,0.19,0.28,3.6,0.033,16,78,0.993,2.91,0.78,11.4,6,0
3597,7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,0
3598,7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,1
3599,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,6,0
3600,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7,0
3601,7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5,0
3602,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,0
3603,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,0
3604,7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4,1
3605,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,1
3606,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7,0
3607,7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4,0
3608,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9,1
3609,7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,1
3610,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,1
3611,7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,0
3612,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,1
3613,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,0
3614,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,1
3615,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,0
3616,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,0
3617,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,0
3618,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,1
3619,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,1
3620,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3,1
3621,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,1
3622,7.1,0.33,0.25,1.6,0.03,25,126,0.9901,3.22,0.34,12.1,7,1
3623,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,1
3624,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6,6,0
3625,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,0
3626,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5,0
3627,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,0
3628,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,6,1
3629,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,0
3630,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,5,1
3631,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,1
3632,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,1
3633,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,1
3634,7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7,0
3635,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,1
3636,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,5,1
3637,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,5,0
3638,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,5,0
3639,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4,6,0
3640,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,0
3641,7.1,0.21,0.28,2.7,0.034,23,111,0.99405,3.35,0.64,10.2,4,1
3642,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,1
3643,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7,0
3644,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,0
3645,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,1
3646,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7,0
3647,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,1
3648,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12,6,1
3649,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4,1
3650,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,6,1
3651,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,1
3652,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5,1
3653,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,6,0
3654,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,1
3655,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,0
3656,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,0
3657,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,1
3658,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6,1
3659,7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5,1
3660,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,7,0
3661,7.1,0.27,0.28,1.25,0.023,3,89,0.98993,2.95,0.3,11.4,4,1
3662,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,0
3663,7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,0
3664,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,1
3665,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,0
3666,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,1
3667,7.1,0.28,0.35,3.5,0.028,35,91,0.99022,2.96,0.33,12.1,5,1
3668,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,0
3669,7.1,0.36,0.37,4.8,0.019,39,114,0.99036,3.08,0.49,12.7,7,1
3670,7.1,0.14,0.33,1,0.104,20,54,0.99057,3.19,0.64,11.5,6,1
3671,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,1
3672,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5,1
3673,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,6,1
3674,7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7,1
3675,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,1
3676,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,0
3677,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,0
3678,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,1
3679,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5,1
3680,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,0
3681,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6,1
3682,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,0
3683,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7,1
3684,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7,0
3685,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,0
3686,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7,0
